rErrorMsg,rWouldTakeAgain,rClass,rTextBookUse,easyColor,teacherGrade,rEasy,rClarity,usefulGrouping,rInterest,sId,quality,id,rStatus,attendance,teacherRatingTags,rOverallString,rComments,rDate,TeacherID,takenForCredit,onlineClass,notHelpCount,rHelpful,teacher,helpColor,rEasyString,unUsefulGrouping,rOverall,helpCount,clarityColor
,N/A,CSE100,Yes,poor,N/A,1,5,people,It's my life,45,awesome,19535862,1,N/A,[],5.0,"Loved this class, Navabi is a wonderful instructor. The labs are incredibly helpful and definitely prepare you for your Assignments. It's an easy class if you focus and keep up with your reading and hw.",12/16/2011,11705,N/A,,0,5,,good,1.0,people,5,0,good
,N/A,CSE110,No,average,N/A,2,4,people,Sorta interested,45,awesome,19115216,1,N/A,[],4.5,This class is not so hard you put some work into it. She tries interacting with the class to help them to learn and even tries her best to get the help you need to pass the course.She also can have some funny jokes that could make you laugh. I believe she does this to relieve some of the stress of the class.,10/27/2011,11705,N/A,,0,5,,good,2.0,people,4.5,0,good
,N/A,CSE100,Yes,average,N/A,3,2,people,Really into it,45,poor,19100521,1,N/A,[],2.0,She has a very difficult to understand accent a makes tons of mistakes. Constantly corrected by class. The book was excellent though. You could completly ignore her in class and just read to get an A. Only reason attendance is mandatory is because she has random quizes in class.,10/24/2011,11705,N/A,,0,2,,average,3.0,people,2,0,average
,N/A,CSE205,Yes,average,N/A,2,5,people,Really into it,45,awesome,19042923,1,N/A,[],5.0,"Navabi is one of the better CSE profs around. Very clear and her grading is very generous. That doesn't mean the class is easy, but she is willing to help you in anyway she can. Definitely recommend taking her if you have the chance.",10/04/2011,11705,N/A,,0,5,,good,2.0,people,5,0,good
,N/A,CSE110,Yes,average,N/A,2,5,people,It's my life,45,awesome,18892438,1,N/A,[],5.0,"I think she is a great professor. Probably one of the best I've had. She is very fair, even generous, with her grading. She covers the general concepts for the programming assignments. Clear with what is expected for tests. Very approachable. I would defiantly recommend taking your CSE classes with her!",08/07/2011,11705,N/A,,0,5,,good,2.0,people,5,0,good
,N/A,CSE205,No,poor,N/A,1,4,people,Really into it,45,awesome,18847515,1,N/A,[],4.5,"The assigned work was pretty easy.  Almost everything was spelled out in lectures (available on blackboard).  Quizzes weren't really quizzes..the answers were gone over before turning it in.  I did learn a lot of 'programming' from the course, so I suppose the teaching style works.",07/25/2011,11705,N/A,,0,5,,good,1.0,people,4.5,0,good
,N/A,CSE110,Yes,poor,N/A,1,4,people,It's my life,45,awesome,18153469,1,N/A,[],4.5,"She scares people by saying the class is very difficult, but it's not the case. Everything in the class is time-consuming but easy. If you have some programming background, you don't even need to go to class. If you are new to the field, she would help you all she can. Definitely take the class with her if it's needed for your major.",01/18/2011,11705,N/A,,0,5,,good,1.0,people,4.5,0,good
,N/A,CSE110,No,poor,N/A,1,4,people,Really into it,45,awesome,17895524,1,N/A,[],4.5,"Excellent teacher. Very helpful and approachable, and very thorough when going through the material. Majority of the weekly quizzes were open note/group, and she drops your lowest test score as well. Tests are very manageable as long as you pay attention and do the assignments.",12/09/2010,11705,N/A,,0,5,,good,1.0,people,4.5,0,good
,N/A,CSE100,Yes,poor,N/A,1,3,people,Really into it,45,good,17861886,1,N/A,[],4.0,"one of the best!!! with her class is so easy. 3 tests lowest drop, 8 coding assignments drop the lowest one too, 8 or 9 quizzes and drop the lowest two! one extra credit. so fun class and labs are so easy too, you will get the %10 lab just for attending the labs. cool teacher lol :)",12/04/2010,11705,N/A,,0,5,,good,1.0,people,4,0,average
,N/A,CSE100,No,average,N/A,2,3,people,Sorta interested,45,good,17810176,1,N/A,[],3.5,"Pretty easy class. 8 Assignments that aren't too hard and she drops the lowest one. She drops the two lowest quizzes. Lets you use 1 page double sided cheat sheet for each test. Labs are really easy if you go to them. She is kind of hard to understand, teaching methods are questionable.",11/23/2010,11705,N/A,,0,4,,average,2.0,people,3.5,0,average
,N/A,CSE110,Yes,average,N/A,3,5,people,Sorta interested,45,awesome,17746878,1,N/A,[],5.0,"I knew nothing going in, and going out I have a good knowledge of the basics of Java. Navabi is incredible as a professor. Wants students to learn. Funny quips in class. Responds to e-mails quickly. Most quizzes are group/partner. Lab TA's are super helpful. Grade is based on best 2 of 3 test, mandatory final, quizzes, and assignments. Recommended.",11/09/2010,11705,N/A,,0,5,,good,3.0,people,5,0,good
,N/A,CSE110,Yes,average,N/A,2,4,people,It's my life,45,awesome,17712176,1,N/A,[],4.5,She's great! Hope to get her again for next semester.,10/30/2010,11705,N/A,,0,5,,good,2.0,people,4.5,0,good
,N/A,CSE100,No,average,N/A,3,5,people,Meh,45,awesome,17213631,1,N/A,[],5.0,"Great professor. Really cares about the students and teaches in a way so that all will understand. Class does require a significant time investment, especially the programming assignments. Highly recommend this teacher.",05/16/2010,11705,N/A,,0,5,,good,3.0,people,5,0,good
,N/A,CSE205,Yes,average,N/A,2,4,people,It's my life,45,good,17202394,1,N/A,[],4.0,"She clearly loves teaching this class. Tests are not too difficult: She lets you use one cheat sheet and she gives out a study guide with the answers on them. Do not wait until last minute to do the weekly programming assignments. She drops the lowest hw grade, drops the lowest test grade (which may be the final), and lowest quiz(zes).",05/14/2010,11705,N/A,,0,4,,good,2.0,people,4,0,good
,N/A,CSE205,No,good,N/A,5,4,people,It's my life,45,awesome,16933468,1,N/A,[],4.5,"She makes the class extremely easy if you know what you are doing. She gives you the skeleton code for most of the homework, and tells you exactly what your code should be like/do. Even if you cannot attend her office hours/lab hours, you can post the questions online in the discussion board and she will answer them in the same day. Take this class",03/31/2010,11705,N/A,,0,5,,good,5.0,people,4.5,0,good
,N/A,CSE205,No,average,N/A,3,5,people,Really into it,45,awesome,16893718,1,N/A,[],5.0,"Navabi is an extremely helpful and clear teacher. The CSE 205 class is 60% tests, 40% assignments, and 5% extra credit quizzes (read: attendance). The assignments are easy. Tests are mostly conceptual questions in a coding class, and can be difficult.",03/21/2010,11705,N/A,,0,5,,good,3.0,people,5,0,good
,N/A,CSE100,Yes,poor,N/A,1,4,people,Really into it,45,awesome,16510859,1,N/A,[],4.5,"cse100 and cse205:  Her classes are beyond easy.  She is very helpful and accommodating, but because she wants everyone to get an A, attendance is mandatory (weekly quizzes).  This sucks because the class moves very slowly and sitting through lectures on stuff a decent student figured out a month ago... it gets old.  Still recommend though.",12/09/2009,11705,N/A,,0,5,,good,1.0,people,4.5,0,good
,N/A,CSE110,Yes,poor,N/A,1,5,people,It's my life,45,awesome,16206325,1,N/A,[],5.0,The Best Teacher for JAVA,09/25/2009,11705,N/A,,0,5,,good,1.0,people,5,0,good
,N/A,CSE100,Yes,average,N/A,2,5,people,Really into it,45,awesome,15794110,1,N/A,[],5.0,"She makes it very easy to do well in this class.  Assignments, quizzes, and tests are all reasonable... really nice during office hours, too.  I will definitely take her for as many programming classes as I can in the future.",05/08/2009,11705,N/A,,0,5,,good,2.0,people,5,0,good
,N/A,CSE100,Yes,average,N/A,2,5,people,It's my life,45,awesome,15600695,1,N/A,[],4.5,"Navabi makes C++ easy! She knows what she's talking about, and gives out a lot of useful handouts, and quizzes (sometimes partner quizzes, sometimes individual). She'll even let you come to her office and bring your laptop, and she'll help you with your C++ assignments step by step. Also, she drops the lowest midterm & lowest two quizzes. AWESOME!!",04/02/2009,11705,N/A,,0,4,,good,2.0,people,4.5,0,good
,N/A,CSE205,No,poor,N/A,1,4,people,Really into it,45,awesome,15382691,1,N/A,[],4.5,"Very nice professor. Homework is interesting & not too hard. Sometimes takes a while to do, but she gives you plenty of time to do it. Tests are clear & relate to the homework. You also get a double-sided sheet of paper of notes to help you during the tests (incl. the final). If you have any Qs she is helpful & understanding. Has a sense of humor.",01/16/2009,11705,N/A,,0,5,,good,1.0,people,4.5,0,good
,N/A,CSE205,Yes,poor,N/A,1,4,people,Really into it,45,awesome,15212663,1,N/A,[],4.5,"She is very nice, structures grades kindly so that the required homework becomes beneficial if completed. Tests are straightforward and relevant to the homework. You dont need to show up for class if you can manage the homework on your own, except for the occasional quiz. Do the homework early though, you're given a large amount of time for a reaso",12/16/2008,11705,N/A,,0,5,,good,1.0,people,4.5,0,good
,N/A,CSE110,Yes,poor,N/A,1,4,people,Meh,45,awesome,15181892,1,N/A,[],4.5,"Great professor!  I had never taken a computer class, but she definitely got me interested in the subject.  The tests aren't bad because you get a page of notes.  The discussion board is very helpful for assignments she will give some parts during class.  I enjoyed the class so much that I'm taking her for 205 next semester!",12/13/2008,11705,N/A,,0,5,,good,1.0,people,4.5,0,good
,N/A,CSE205,Yes,poor,N/A,1,4,people,Really into it,45,awesome,15021969,1,N/A,[],4.5,"I had Navabi for both CSE 205 and 110. I loved both classes! She is definitely one of the best profs I've had. The textbook is really easy to learn from and so are her lectures. Class is worth going to! She is very helpful. I usually have trouble understanding accents, but hers wasn't difficult to understand at all. Drops lowest test and assignment",11/18/2008,11705,N/A,,0,5,,good,1.0,people,4.5,0,good
,N/A,CSE110,Yes,poor,N/A,1,5,people,Sorta interested,45,awesome,14967510,1,N/A,[],5.0,She is one of the BEST teachers I've had by far (and I've taken A LOT of classes!). It's not a difficult subject. PRACTICE writing programs and you'll have no problem. Lots of help available and &quot;cheat sheet&quot; for tests! She is a fun teacher to have and really cares that you understand the material and get help if needed. Accent is NOT bad. :o),11/10/2008,11705,N/A,,0,5,,good,1.0,people,5,0,good
,N/A,CSE110,No,poor,N/A,1,4,people,Really into it,45,awesome,14772832,1,N/A,[],4.5,"Great Professor. She's really nice, class isn't manditory, practically gives answers to the tests if you pay attention, lets you use a sheet of paper on exams. Accent is a little hard to understand sometimes, but i got by with little trouble. You can pretty much ace the class if you go to the lab and catch a lecture every now and then.",08/25/2008,11705,N/A,,0,5,,good,1.0,people,4.5,0,good
,N/A,CSE110,Yes,average,N/A,3,4,people,Really into it,45,good,14612342,1,N/A,[],4.0,"Very nice professor, not always easy to understand. She has lots of TAs and Lab assistants which creates a lot of office hours to go in for good help. If you go to study sessions for tests you will ace them! Cheat sheets are allowed on ALL tests. lowest test, quiz, homework, and assignment scores are dropped! good teacher boring subject.",06/25/2008,11705,N/A,,0,4,,good,3.0,people,4,0,good
,N/A,CSE110,No,poor,N/A,1,4,people,It's my life,45,awesome,14261620,1,N/A,[],4.5,"Her Java class was no trouble at all for me. Attendance is not mandatory, but she gives pop-quizzes. You can drop your lowest quiz, assignment (of 8), AND midterm (of 3) scores. So a single bad score isn't going to affect your grade too much. Her and the TA's answer all questions on the Discussion Board very quickly.",04/08/2008,11705,N/A,,0,5,,good,1.0,people,4.5,0,good
,N/A,CSE110,Yes,good,N/A,5,5,people,Low,45,awesome,14247738,1,N/A,[],5.0,"She is extremely approachable and a knowledgeable teacher. There aren't many teachers that can teach programming well, but she does it. I definitely recommend taking this class. PAY ATTENTION DURING LECTURE TOO.",04/05/2008,11705,N/A,,0,5,,good,5.0,people,5,0,good
,N/A,CSE100,Yes,average,N/A,3,3,people,Meh,45,average,14180129,1,N/A,[],3.0,its a hard class if you don't know anything about programming... she is not a great teacher but not bad... also a bad communicator when it comes to e-mail. either you will get it or you won't.,03/19/2008,11705,N/A,,0,3,,average,3.0,people,3,0,average
,N/A,CSE110,Yes,average,N/A,3,3,people,Sorta interested,45,average,14172999,1,N/A,[],2.5,"A pretty nice professor, but I learned a lot more from the TA than I did from her. The exams can be really difficult if you don't understand the syntax.",03/17/2008,11705,N/A,,0,2,,average,3.0,people,2.5,0,average
,N/A,CSE110,Yes,average,N/A,2,3,people,Meh,45,average,14172075,1,N/A,[],3.0,"I fall asleep in this class all the time. Gives in-class quizzes, but you get to work with a partner mostly. I wouldn't go to the class if it wasn't for those quizzes. Allows a &quot;cheat sheet&quot; for all tests. Drops lowest homework, test, and quiz. I learned from reading the examples in the book and going to the labs, not the lectures.",03/16/2008,11705,N/A,,0,3,,average,2.0,people,3,0,average
,N/A,CSE110,Yes,average,N/A,3,1,people,Sorta interested,45,awful,13989026,1,N/A,[],1.0,"she can't teach! i got an A+ in this class by learning from the book and lab work. first of all, her accent is pretty stiff. she teaches as if we already know this stuff.",01/13/2008,11705,N/A,,0,1,,poor,3.0,people,1,0,poor
